sentence_id_1,sentence_id_2
S0020887008p,B0996006p
S0022898002sc,B0400001sc
B1104007p,B1077003p
S0020695002p,B0794011p
S0018618002p,B0283006p
S0024288004p,B0671001p
S0017350002sc,B0466001sc
S0019927006p,B1140008p
B1123004p,B1032001p
S0052736002p,B0505008p
S0023937002sc,B0397001sc
S0021121003p,B0996002p
S0024465005p,B0591003p
B0774002p,B0334008p
B1116006p,B0370002p
B0823002p,B0200002p
S0000951002p,B1139009p
S0023570005p,B1156003p
B0320011p,B0233004p
B0970001p,B0956002p
S0052352005p,B0057010p
S0019648004p,B0216001p
S0051842002p,B1174007p
S0017366005p,B0699008p
S0001032001sc,B0146002sc
S0017646006p,B1203006p
S0020219003p,B0540009p
B1179002sc,B0554003sc
S0016671007p,B0485002p
B1200001p,B0423004p
S0024427007p,B0518008p
B0775001sc,B0412001sc
S0022969001sc,B0169002sc
S0016592005p,B0866001p
S0000933007p,B0902006p
S0018887008p,B0677009p
S0020061002p,B0527007p
B0375010p,B0359001p
S0017595002p,B0525007p
S0021142002p,B0187004p
S0052025002p,B0161002p
B0962002p,B0697004p
S0022731004p,B0114003p
B0969003sc,B0881001sc
S0020661001p,B0429007p
S0051742004p,B0041010p
S0010906003sc,B0021002sc
B0563001sc,B0254001sc
S0016421003sc,B0763003sc
B0401007p,B0102006p
S0023850009p,B0779009p
S0024312001p,B0514002p
S0053362005p,B0290004p
S0010939001p,B0190001p
S0018622002p,B0659003p
S0018278002p,B0931002p
S0070468003sc,B0518002sc
B0914008p,B0623008p
B0806006p,B0726009p
S0000892002sc,B0921002sc
S0010692003sc,B1030002sc
S0023443003sc,B0709001sc
S0017388009p,B0017005p
S0023990003p,B0345006p
B0762007p,B0413004p
S0053519001sc,B0483002sc
S0023854006p,B0955003p
S0051765001p,B1114006p
S0018311005p,B0284006p
S0080009006p,B0839004p
S0018055006p,B1125008p
S0010908001sc,B0962001sc
S0021271005p,B1088004p
S0070475004p,B1051004p
S0022912003p,B1146001p
S0020746002p,B1196007p
S0017310005p,B0600002p
S0022851003p,B0890001p
S0024326001sc,B0626002sc
B1210003p,B0077002p
S0022625005p,B0538005p
S0051675002p,B0645004p
S0023321002p,B0352002p
B0769001p,B0645007p
B0736004p,B0307004p
S0022736004sc,B0125002sc
B1217006p,B0613007p
S0023956001p,B0746002p
S0020019008p,B0144010p
B0809003sc,B0710003sc
S0022805001p,B0547011p
B1218003p,B0872007p
S0010927004p,B1140003p
S0010771001sc,B0916003sc
S0023261006p,B0991004p
S0051980004p,B1040010p
B1070001sc,B0724001sc
S0020526001sc,B0112002sc
B0947001p,B0193009p
S0019975002p,B1051004p
S0020911003p,B0795007p
S0022797006p,B0773005p
S0023241001sc,B0862002sc
S0020018002sc,B0730002sc
S0010697006p,B0977002p
S0016786009p,B0904003p
S0023113003sc,B0497003sc
S0023105001sc,B0081001sc
S0021256002sc,B0001001sc
B1030006p,B0103003p
S0019881001p,B0202002p
S0019626007p,B0518005p
S0004946005p,B0020001p
S0022666002sc,B0022001sc
S0052226002sc,B0116002sc
S0022904006p,B0988010p
B0456002p,B0317005p
S0023469005p,B0471005p
S0022948001sc,B0526001sc
S0021105002sc,B0012003sc
S0080502003p,B0429009p
B0781001p,B0719007p
S0022722008p,B1160003p
S0017730002p,B0863003p
S0080541001sc,B1113001sc
B0965001sc,B0646001sc
S0022826001sc,B0823002sc
S0017481004p,B0638001p
S0051839002sc,B0085001sc
S0020544003p,B0707010p
S0017265004p,B1194003p
S0051739001sc,B1191001sc
S0019211002p,B0082003p
S0019136001sc,B0649001sc
B1111001sc,B0775002sc
B0601002sc,B0574002sc
B0929002sc,B0907001sc
B0402006p,B0271010p
B0695006p,B0686010p
S0024351007p,B0291004p
B1021001sc,B0050002sc
S0021157005p,B0846006p
S0018597006p,B0971004p
B1079002sc,B0200001sc
S0023998002sc,B0017001sc
S0022756004p,B1052007p
S0018412004p,B0314005p
S0022946007p,B1020010p
B1100006p,B0523005p
B0923001sc,B0247004sc
S0017382001sc,B1131001sc
S0018581002p,B0654012p
S0024451003p,B0306009p
B0820004p,B0631001p
S0022646006p,B0963006p
S0023201008p,B0092001p
S0051700002p,B0810004p
S0023348001sc,B0785002sc
S0021006006p,B0375012p
S0022759001p,B0889001p
B0401006p,B0205006p
B1153012p,B0161001p
S0023524005p,B0560005p
S0023588001p,B0314007p
S0023870001sc,B0475001sc
S0019536005p,B0545002p
B0968002p,B0638003p
S0022963005p,B0967004p
S0024011009p,B0517001p
B0924001p,B0179001p
S0016579005p,B0503002p
S0023904001p,B1129003p
B1024003p,B0758004p
S0017466002p,B0952006p
B1151002p,B0425006p
B0349012p,B0253007p
S0020982002p,B1003009p
B1104003p,B0842001p
S0020920001sc,B0546002sc
S0019710006p,B1022006p
S0017658002p,B0022002p
S0022809005p,B0472007p
S0023837002p,B0036002p
S0019535001p,B0434009p
S0017643002sc,B0634002sc
S0051933001sc,B1165001sc
S0018428007p,B0043008p
S0022605008p,B0888007p
S0024062006p,B0180003p
B0806008p,B0533001p
B0252007p,B0058010p
S0017202001sc,B0161001sc
S0023921002p,B0712009p
S0101102001sc,B0315002sc
S0023292004p,B0793002p
S0018682005p,B0400005p
S0010771008p,B0813003p
S0017149001p,B0216009p
B0678001p,B0040005p
S0019818007p,B0897006p
S0019477001p,B0560009p
S0080541007p,B0407001p
S0016906006p,B1157005p
S0024092004p,B1064005p
S0021124002sc,B0435004sc
S0022703001p,B0100006p
B0952006p,B0917003p
S0053530010p,B1172004p
B0894005p,B0161003p
B1152002sc,B0244003sc
S0017863001sc,B0086001sc
B0239002p,B0226004p
S0018577005p,B0817003p
S0023746003p,B1022002p
S0022697005p,B0046001p
S0024249002p,B0440003p
S0017164002p,B0524010p
S0022778004p,B0814009p
B0930003p,B0377002p
S0019921003p,B0023006p
S0017388007p,B1153008p
S0016409004p,B0301008p
B1131001p,B0823002p
S0020695001sc,B0554003sc
B0845002p,B0493004p
S0051714006p,B1198003p
S0023989002p,B0591001p
S0053527001p,B0574007p
B1215004p,B0560005p
S0023054001p,B1190004p
S0052567006p,B0656004p
S0018237002sc,B0593002sc
S0053524001p,B0093007p
S0022894004p,B0711003p
S0070416005p,B0100005p
B0276005p,B0157008p
B0212003p,B0020008p
S0018167002sc,B1203002sc
S0020845007p,B1062002p
S0023807001sc,B0210002sc
S0053169002p,B0779002p
S0053482002p,B0971006p
S0052224002sc,B0081002sc
S0052024002p,B0364008p
S0023287005p,B0207009p
S0021289003p,B0830006p
S0022810003p,B0207004p
B0796004p,B0623004p
S0051536005p,B1038001p
S0022746001p,B1084009p
B0638002sc,B0469003sc
S0052446007p,B0177006p
S0024310007p,B0785008p
B0668003sc,B0111004sc
S0052027004p,B0454004p
B0914001p,B0846006p
S0020612001sc,B0635001sc
S0023507002sc,B0116003sc
S0023938004p,B0175004p
S0024408002sc,B0658001sc
S0051594004p,B0269001p
S0022864006p,B0527006p
S0020297001sc,B0611002sc
S0023208007p,B0936009p
S0023161008p,B0704002p
B0619002sc,B0613002sc
B0767008p,B0717002p
S0020364004p,B0676006p
B0591003p,B0129007p
S0052140008p,B0212004p
S0052112001p,B0276004p
S0018484003p,B0595001p
B0999008p,B0831010p
S0018697002sc,B1122002sc
S0016467003p,B0657008p
S0017676001p,B1116013p
S0016396004p,B0109009p
B0574010p,B0443002p
B1072009p,B0495004p
S0023366006p,B0815007p
S0022620004p,B0703001p
S0053193001sc,B1134002sc
S0021086002sc,B0662003sc
S0022703001p,B0095001p
S0022583004p,B0578007p
B0408006p,B0242008p
S0080026007p,B0732001p
S0020238008p,B0987003p
S0022789001p,B0617002p
S0017363001p,B1127007p
S0023507001p,B1050007p
B0843005p,B0672011p
S0023352001p,B0391009p
B1021002sc,B0870001sc
S0017654009p,B0760003p
S0080016002p,B0616004p
S0051893001sc,B0704002sc
S0020378006p,B0981002p
B0836005p,B0751007p
S0010793004p,B0777003p
S0021161005p,B0656001p
S0018453011p,B0518002p
S0019526002sc,B0008001sc
S0020576001sc,B0598001sc
S0022579005p,B0246008p
S0023837005p,B1209006p
S0018998007p,B0269009p
B0981004p,B0321004p
S0019737006p,B0823007p
S0080545002sc,B0271001sc
B0454001sc,B0315001sc
S0053098005p,B1201007p
S0022589002p,B0394004p
S0022626008sc,B0761001sc
S0018539004p,B0762007p
S0002858003p,B0540006p
S0019781002p,B0620002p
B1056002p,B0003004p
S0023746001p,B0307002p
S0000908007p,B1025003p
S0053566008p,B1196009p
B0672001sc,B0051001sc
B0597003p,B0596003p
S0024011001p,B0103007p
B1106006p,B0515005p
B0654009p,B0370005p
S0023086005p,B0116003p
S0019552006p,B0191001p
S0023532001sc,B0465001sc
S0053519002sc,B0505001sc
B0381003p,B0084005p
S0051826005p,B1117003p
S0017730002p,B0231008p
S0020969002sc,B0052002sc
S0019983001p,B0143005p
S0016969005p,B1187005p
S0051740002sc,B0183001sc
S0053530009p,B0723009p
S0023060003sc,B0827001sc
S0023293006p,B0733004p
S0023173004p,B0224007p
B1049001p,B0709005p
S0080551005p,B0196002p
S0016861001p,B0990012p
B1136001sc,B0669002sc
S0023517006p,B0029003p
B0897002sc,B0294001sc
B0642007p,B0221003p
S0070484007p,B0250006p
S0017440001p,B1134004p
S0010748002sc,B0712001sc
S0051638004p,B0273006p
B0692001p,B0167002p
S0023386003p,B1212004p
S0023019002sc,B0095005sc
S0051933003p,B0281001p
S0016499003p,B0942005p
B0601002p,B0006007p
S0016435008p,B0402008p
B0465001p,B0286004p
S0023013003sc,B0541001sc
S0023351005p,B0769007p
S0023570006p,B0231002p
S0019619003sc,B0583002sc
S0023752006p,B0884011p
S0010911004p,B0328001p
S0024427003sc,B0111001sc
S0022984005p,B0775008p
B0647004p,B0572004p
S0003933002sc,B0275002sc
S0022919001sc,B1014002sc
S0023656004p,B0406004p
S0052055004p,B0732001p
S0019179002p,B0718009p
S0017341002sc,B0351002sc
B0512005p,B0163004p
B1054004p,B0224007p
B1085002p,B0239003p
S0010844004p,B0581010p
B1084007p,B0482005p
S0018316002sc,B0863001sc
S0001012003p,B0735006p
S0023942002sc,B0104002sc
B0944005p,B0791005p
S0001002001sc,B0972002sc
B0223007p,B0131006p
B0771001p,B0428003p
B0934001sc,B0539002sc
S0023726004p,B0458006p
S0018771003p,B0002004p
S0053562004p,B0086006p
S0023849005p,B0287008p
S0051532008p,B0346009p
S0017925002p,B0691001p
S0053103009p,B0600008p
B0790005p,B0360006p
S0023268002sc,B0882002sc
S0022924005p,B0036006p
S0022948003sc,B0506001sc
B0618002sc,B0093001sc
B0581010p,B0391001p
S0053505005p,B0316007p
S0022912007p,B0695004p
S0051999007p,B0936007p
S0053122004p,B0105006p
B1134005p,B0335007p
S0010739003p,B0552006p
S0018558001p,B0359004p
S0024186005p,B0395003p
B0683006p,B0157002p
B0513002p,B0368010p
S0019134003sc,B0266002sc
S0017330004p,B0260001p
S0052803005p,B0060005p
S0019746004p,B0991005p
B1098003p,B0717004p
S0020357003p,B0689009p
S0010739003sc,B0435003sc
S0020511001p,B0792010p
S0023252006p,B1068002p
S0019612006p,B0505006p
S0052045006p,B0714001p
S0024247004sc,B1132002sc
S0018922006p,B0907009p
S0022907002p,B0918006p
B1099009p,B0338006p
B0682010p,B0485003p
B1147004p,B0511003p
S0018772006p,B0278007p
B0963004p,B0474005p
B0875006p,B0635008p
S0070530003p,B0593002p
S0010843008p,B0814003p
S0017804002p,B0057002p
S0024342010p,B0022009p
S0023798002p,B0643007p
B0381003p,B0053002p
S0022953002sc,B0052001sc
S0020366001sc,B0268001sc
S0051752007p,B0516001p
B0762004p,B0194009p
S0018163002sc,B0137001sc
S0018292002p,B0216009p
S0052789003p,B1130002p
B0927003p,B0518001p
B0653002p,B0582010p
S0051878007p,B0325004p
S0018444008p,B0275008p
S0017392006p,B0305007p
B0783006p,B0298001p
S0022955007p,B1013009p
S0020630003sc,B0429002sc
S0017178003p,B0196002p
S0080553003sc,B1111001sc
S0018773003p,B0193008p
S0017646002p,B0436006p
S0016571001sc,B0539002sc
B0608002sc,B0150002sc
S0020383007p,B0130002p
S0024435002sc,B0588004sc
S0052114004p,B0708001p
S0020375003p,B0130006p
S0018491002sc,B0698002sc
S0018382008p,B0206001p
B1190006p,B0578011p
B1145009p,B0457011p
B0362001sc,B0293001sc
S0021156002p,B0101002p
S0020532001p,B1118001p
S0018628001sc,B1002001sc
S0051980001p,B0265002p
S0020264003p,B0146007p
B1144005p,B0815004p
B0972004p,B0350007p
B0769006p,B0595003p
S0053466003p,B1030003p
B0400001p,B0166004p
S0018651002sc,B0240001sc
S0070479004p,B0677003p
S0018283001p,B0434005p
S0023522008p,B0725003p
S0020389002p,B0581003p
S0017348008p,B0282009p
B0766005p,B0478004p
S0000725006p,B0674002p
S0023567006p,B0210006p
S0020452005p,B0723008p
S0023633003p,B0104004p
B1168001p,B0799004p
S0023819002sc,B0166002sc
S0020445004p,B0478010p
S0018256006p,B0662001p
B1153012p,B0715003p
S0051709001p,B0161002p
S0020915001p,B0269003p
S0020766003sc,B0216003sc
B1158005p,B1011003p
S0018915002sc,B1124001sc
B1154006p,B0990004p
B1067001sc,B0956002sc
B0988002p,B0258002p
S0023850006p,B0662006p
S0053356001p,B0260002p
S0022904002p,B0815003p
B1098002p,B0021001p
S0070134003p,B0242006p
B1191004p,B0684002p
B1024004p,B0214002p
S0001015009p,B0453009p
B1036002p,B0889002p
S0070429006p,B0771003p
S0051869002sc,B0745001sc
B1192001p,B0523003p
S0020427002p,B0437002p
S0023261006p,B0611001p
S0023475002p,B0587003p
S0017804002sc,B0468002sc
B1033001sc,B0434001sc
S0051863007p,B0248002p
S0017752008p,B0409002p
B0889003p,B0127006p
S0022734002sc,B0022002sc
S0020805007p,B0726001p
S0017673002sc,B1029002sc
S0020358007p,B0037010p
S0020821001sc,B0590001sc
S0020661007p,B0177005p
S0018642001p,B0557008p
S0023249003p,B0448005p
B0954006p,B0499002p
S0023403002p,B1128009p
B0997001p,B0041007p
B0202001sc,B0063001sc
S0020401001p,B0747008p
S0019324002sc,B1127002sc
S0024185001p,B0534003p
S0019324002sc,B0247001sc
S0022705002p,B0113003p
S0070099001p,B0428006p
B1082005p,B0692009p
S0023665006p,B0457003p
S0023553001sc,B0884003sc
B0560001sc,B0247001sc
S0018666002p,B0482004p
S0051784002sc,B0033002sc
S0023501001p,B0496009p
S0017392005p,B0628002p
S0023871002sc,B0595001sc
S0019324002sc,B0359001sc
B0831005p,B0799007p
S0017293002p,B1091004p
S0020274009p,B0724001p
S0010793006p,B0622004p
S0022578009p,B0650004p
S0070429005p,B0040002p
B0950004p,B0423006p
S0053484007p,B0428007p
S0023359003p,B0381002p
B0917004p,B0656006p
S0024348009p,B0217004p
S0016414009p,B0888006p
S0024451009p,B0946002p
B0855001p,B0764009p
S0019746004p,B0587006p
S0022917004p,B1052006p
S0020886004p,B1175001p
S0101102007p,B0688004p
S0017143001sc,B0032001sc
S0053524008p,B0688004p
S0020727006p,B0147008p
S0022659005p,B0888004p
B0873004p,B0853004p
S0052736005p,B0837001p
B0558002p,B0055010p
S0022744004p,B0773003p
S0018513001p,B1128013p
S0023356001p,B0467007p
B0619004p,B0231002p
B0702005p,B0663004p
S0024271007p,B0093002p
S0017412007p,B1053002p
S0021107009p,B0994003p
S0018324002sc,B0252001sc
S0018494004p,B0883003p
B0507004p,B0051003p
B0304003p,B0214007p
S0052974001sc,B0247003sc
S0019144003sc,B0077001sc
S0024415007p,B1220004p
S0051765002p,B1138003p
S0019805002sc,B0018001sc
S0051609001p,B0551010p
S0022872006p,B0261008p
B0202001p,B0045003p
B0440003p,B0263001p
B0989002p,B0058008p
B0774006p,B0574008p
S0023997003p,B0863004p
B0450001p,B0197013p
S0024115003p,B0536006p
S0020682003sc,B0794001sc
B0754002sc,B0286001sc
S0010692011p,B0534004p
B0348001p,B0118002p
B0278001p,B0139004p
B0616002sc,B0110001sc
B0663002p,B0286008p
B0534004p,B0171007p
B0587003p,B0476001p
S0051842008p,B0289003p
B0580006p,B0399005p
B0566007p,B0400002p
B0695004p,B0109009p
S0010799006p,B0238006p
S0023652003p,B0297006p
B1197003sc,B0809002sc
B0789007p,B0299007p
S0019929001sc,B0464002sc
B0663003sc,B0512002sc
B0752001p,B0169006p
S0053164001sc,B0737002sc
B0800009p,B0345005p
B1053003p,B0784006p
B0250002sc,B0179001sc
S0004648005p,B0272006p
S0023935007p,B0370006p
S0024095006p,B0159002p
B0195003p,B0138004p
B0804006p,B0614003p
S0020686007p,B0713007p
B0813005p,B0127001p
B1160001sc,B0206003sc
B0316002sc,B0239001sc
B0375010p,B0272006p
B1080001p,B1026003p
B0951001sc,B0937003sc
